bet_id,timestamp,amount,probability
4luElH3SmjyVJK1e6RLv,1701243358268,22,0.9366097949793626
VTz78qgN5Wiqno0QGb5g,1701243347719,1000,0.9393886863004498
R36buaGSEPZWHuwbKC7O,1701243125658,2.05,0.9303887895348045
sblrg5Rz35f7iQOhIyzq,1701243101343,22,0.9303681866220347
LSGn6ty5bp5ACg8eDnJK,1701243092511,10,0.9332902901316597
E69eniZHbTWE4erCuNSz,1701243089225,100,0.9331963142532058
d3eucdvIuixweo224vah,1701243088740,1000,0.9322447988197315
QlmmFNABHKvJZufBSmpw,1701249181408,200,0.9214048120890843
Ci8joOqrwfyaC9tO0KKp,1701234364860,-9.803584653549734,0.9214048120890843
ou9imA7U73ncLQi1ah56,1701231196641,1,0.9199969168783314
MXLb12OhQPvry5AONq2Q,1701230806203,-4.026283351764022,0.919984355229622
kHqTkZUwMhlfEbK4SGHp,1701230573155,1000,0.9194014304013101
qn5PTwTc57i5rVRiGrqD,1701230444969,72,0.9048869239215993
Rond8wBlkt7skfP9WHth,1701230423659,10,0.9036840710019953
soOjDCHkDCvtfhs22cBl,1701230356485,25,0.9035151024980279
SFkrKp0iRUo67re88U42,1701229494866,72,0.9074372456667952
MYdgwRkmTk7y4uxNHI4V,1701229479770,-95.08257297835553,0.9062853043798356
eHcBaJ1sNIJJqZbFc06J,1701229388762,273,0.890872390476116
Qu82BsMpjkojDZDyVeE4,1701229374443,100,0.8850236399801169
rri4P3DxSd6fk0OkrdRA,1701227199639,-3.051608506014759,0.9016184368852667
YTBC8Tv7ljWnDaEnyYKj,1701227155479,273,0.9011290315900145
j7UAzjvpbVJLAzgdRaRS,1701227140417,15,0.8961278508261626
W6E93OEb8umfXFs58fIR,1701221892193,100,0.8985790364596585
6u66dHd3ugMswnDINBL5,1701220564857,538,0.9142174793065788
yt6KjsaQANM3YswK1ykC,1701220546859,5,0.906069699494533
lAcAHj6mbrWr9p6WHaEy,1701215295067,22,0.9059882919157043
dzh0Wg9M9YG4yWV1DoKV,1701215285942,50,0.9094119444214546
jXvzqm4T7j4X01oKjz70,1701211905581,-229.617493939808,0.9169620857744533
9Htp3bcrqkgLCGyGUs4Y,1701211315577,10,0.9199504780566797
sB3nuXH99Njoik7QZSOd,1701209321337,100,0.9198237834436224
cAFcmWsMHdKsjhfbFZeA,1701208987155,10,0.9185368075840865
W1rC7lAjn6UW02uEwrv3,1701208345983,15.803025030826579,0.92
xCtTcBv70HqR3TENxdHe,1701208334775,22,0.9222871581013724
ZD595aQZBhcmCGSmJX1H,1701208325643,2.05,0.9254154009388553
xuN9E0mF12lBti4jvyI2,1701208270085,100,0.92539214707386
gLvw8MCDZfjqH5T3Mie1,1701208269724,100,0.9242436582126193
ALHdCKakv9uaBihCg8rs,1701202512195,10,0.9230668038645354
wHLRjw2DMgEEgR1erDBu,1701201291778,70,0.9244920201145537
iFp1ONWhEIm9ED3keAY3,1701201226525,273,0.9340898091771211
mdGiF4dG1qol5zxoKCoj,1701201215469,50,0.9314607109012704
BgckK3yGCUZOFoXXSsKW,1701199647515,50,0.9380380820268593
v5AUKDVXBiC8useYDDK0,1701199574565,2,0.9376112548427504
hY0ZLClgeis8x4BU7AzN,1701198355591,10,0.9378689639263504
FW8OVQHWCIZRahtyv7GV,1701196054829,100,0.9377834555184783
ee8SZMwShzrIzYsKhsRE,1701195462856,457.7498177465269,0.9500000000000001
fiNCOZaBRzpsOmsPImWg,1701195453367,300,0.947099649559925
YeWKhhgBbYa9yFWJ6EAs,1701194149915,65,0.945050291197612
e4GMFGcIwHwcFRFlTwuD,1701193180999,20,0.9445891280006944
pq3nvWx5NTIqjqWIHQQW,1701190083928,-4.707077206303467,0.9444459250702372
MTTtr7lFprqa2jpYzC5L,1701187928176,-271.9017786396388,0.9438701881591026
jXdN8c984pVow4bj976k,1701178164133,22,0.9457989452595512
BWRczJfdkZUaYkbMWjfF,1701178145567,2.05,0.9484147522954551
6YYBsiGRCgxCMpPtQs3q,1701178140379,28,0.9484016685510351
yYXSjI3Htt4gr0xKsjmB,1701178137745,100,0.9516304680240226
97b3XRQg3oM6CmJ39fCi,1701178137396,4634.25390562515,0.9510491074523695
97b3XRQg3oM6CmJ39fCi,1701178137396,189.99999999999983,0.9510491074523695
97b3XRQg3oM6CmJ39fCi,1701178137396,175.74609437485032,0.9510491074523695
vfuQoD8QMZKsotxVdfWk,1701178058284,-107.83599535022915,0.9009463258894244
uvvIgCPsYOnkc7Wl2P2E,1701177458330,22,0.8826325608069153
oHHWSs0uKtnsCzMLGmOH,1701177439058,10,0.8864864565558376
xK6Mo03IVLeE1d46M1jl,1701176863045,30,0.8862634315945502
zLsabrFaUcJpokcuumuc,1701176024552,45,0.8855897131260523
2GkYs2FklzKgpposXykw,1701174749245,10,0.8845663836077851
q0EzHyAEbkJJEUgTTxIe,1701174380429,10,0.8843366834654366
l6vN4CfzO4S0U4ygxIzT,1701174316345,22,0.8841060521437264
6uKhDWubTNarbc8qruQR,1701174299655,15,0.8879545879466982
AzFo55Us1O0txzt3wK5z,1701173252982,10,0.8876251639970555
PREKTb8MyJgG4aYoZk1N,1701172682133,10,0.887404564811363
hLMfY6rGBFzkaD13TyGr,1701168678790,15,0.8891418380701602
0QXJZvZO4sOyLvPmRMQH,1701163017256,10,0.891725440824783
2rX9Ng8n6b0JPtFGqIWd,1701160686455,22,0.8915167190010124
0IVHp4DJmWCwqVouL7V2,1701160665560,100,0.8952666897932678
am67KLKcg3OTbLFlfhZj,1701156462016,-76.49733580802621,0.9115484517214802
1zCstgFB8Si8PKi1mOmi,1701156004962,-657.915528082075,0.912697292126102
03OOCrXOxNYMCn3cJDi1,1701153659588,-100.04760187029899,0.9216778995630274
EWX1iEH00c33Lz7JvD6g,1701152281440,100,0.922916613587734
Pg6LtbOlpwJyHR07LYla,1701151292779,273,0.921677346538285
YnfZ7174cJWxkiXC83Fe,1701151286205,10,0.918129315081681
w86zIjqhcNeG1O0Qgy6D,1701151283611,100,0.919631723710314
gJMy7t7aaRsNqCmnxM5Y,1701150285325,11,0.9338952068449676
Fr3ZtMpfqQfm7SqbCjaG,1701148917901,20,0.9353788253637192
c2jbo6eJiqBRkIDrBbSn,1701148904326,5,0.9380359812719634
51UmgjZh3OcNE9Pb9pLP,1701144532589,-3.304477283627527,0.9386912593347841
dN6AaEenDiFtYcGpojIh,1701136893883,4,0.9382585938944789
HEdIXdXzwOIbFv9ic4OM,1701136874094,10,0.9387831759332226
LHieMfPfZlgmsBBiw5I1,1701113346134,10,0.9386977523921912
dwN7pDcat49P4lPupKI7,1701102923092,16.046271688349492,0.9400000000000001
ndzg16ZRhQW0YOCM7A6G,1701102909917,197,0.9398671311503771
l1ZPbgOGIyGip7k5OJ4B,1701102905821,2.05,0.9381971731777712
cWwr2Ieq4M5oPzJidRqg,1701102901815,100,0.9381794107602259
sUwiZtjgeLkV4cxnV4kT,1701102900887,348,0.9373030387953767
rTZWHawyIsbex6Kp1bEV,1701101853930,20,0.9340946852812205
Yf86nZ1o37uGUvLrgUR1,1701099800923,459,0.9367843942627843
2HStUjK4pqJZwiCPMvu5,1701099790799,10,0.9324404596804148
Wd3PF6z0tDwI3p0C7GQn,1701097986628,2.05,0.9338098129872774
wOJQsDl83TVeRj5JWZ3p,1701097960416,100,0.9337900056137187
BRb010iWY6uI20RI7B1E,1701097960144,1158.3196055382418,0.9328122942971885
BRb010iWY6uI20RI7B1E,1701097960144,66.42857142857147,0.9328122942971885
BRb010iWY6uI20RI7B1E,1701097960144,275.2518230331867,0.9328122942971885
a9DrB5I9mJLkibBltynZ,1701095635068,1,0.9158531354704482
ySJR46hPAG7Rt0hNzwsd,1701093922070,72,0.9160068525220649
7ccpLBSS2FxaiiOh7QDr,1701093898259,30,0.9149810758856587
nW3BEpLvEiPOaiIEDtZK,1701092780641,50,0.919563926871262
u5k2Rr9UGUrhQ0Al2oID,1701178137396,10,0.9269267823337182
os1Ytpz8jR7n5hUsCq50,1701085082029,100,0.9269267823337182
nXOGBPetwyIDzItH0XGw,1701076241948,273,0.9257771395751403
vSI9WLm9Gp0x8byiyjVb,1701076224245,100,0.92248935464654
kuGNsDngzyMfGuIBQLNt,1701076220190,-2.3614547027438277,0.9212273746256749
7HNf8SIN3uqe0KlIY7An,1701073967062,15,0.9208740198899981
JhP7NCLgeWg2pF6LDX8G,1701060468021,-138.2346377761079,0.9206802064575548
GuEjkW22ifbFYXmZP3CG,1701056056559,10,0.9224385286612754
DgZnAuI21dgkZyoTAtQ5,1701047223901,4,0.9223133954508188
vXxRRq4RBCEvIicqFbHP,1701047211731,5,0.9229072800031143
rZQJlD12WE0vvDM7MmQP,1701045310119,22,0.9236464995716164
wIvH5LkiDEYQRb0bH2nY,1701045300839,22,0.9268574434801853
sjfjvTZImBNeD3el5T45,1701045277912,-22.0493937369626,0.93
sjfjvTZImBNeD3el5T45,1701045277912,-4.08476176005022,0.93
TApCzDJlOozJ0TAY0GXW,1701040996911,22,0.9268503106880858
hneWYmADbh7wW0e1h9kA,1701040986109,85,0.9299999999999999
cM06QJFdtsbB3BUm82f5,1701039205388,222.87949650989594,0.93
cM06QJFdtsbB3BUm82f5,1701039205388,50.120503490104056,0.93
9V5O0YNKmGebQyua5a0f,1701039185637,2.05,0.9275545552389709
p5w2jsmIg64PO6lZpndZ,1701039180583,100,0.9275314416762197
Fs9qthzq5zPvZEbX4kHl,1701039180244,100,0.9263897122018716
OJWJ2Vl5FazTCH3Z9HPd,1701037452271,10,0.9252194435706286
z3fOPTbNjQ5ZI0Dqr3uA,1701037070141,50,0.9266830094374741
xhanu64ueiFHuH1EBPD4,1701032675850,22,0.9261029604116514
wDZoGsDDiRfWuqfkCJkR,1701032660566,1000,0.9292932144035067
fG3jeTZOTalzLPlYsgWf,1701027905657,2.05,0.9168960851803146
pSH298PwurOsHcSVAWVk,1701027864460,100,0.9168672550198026
ChyFm0aXyZ8SoLy5L86E,1701027864227,-21.164511353473472,0.9154416730469468
zdftowTRqrJZHcbSCI7A,1701024784999,10,0.9121010831085626
rR0UStm3YJlLwPElHVMj,1701022694325,4,0.9119473848578391
RHQVrRE4zrKynJtguIJN,1701022685583,2.05,0.9125839091377171
esQjN8qXhbYHSrRhhfjT,1701022680657,10,0.9125527049882456
emdbyvmBzt7EPEPatgfl,1701022677560,100,0.9124002397347503
PmwpBDX2fkmEFoAC4V5k,1701022677330,100,0.910852460321932
f7OxRjK7KcjEu9wmr2WO,1701020184457,50,0.9092615311282156
l9m0qTcbNlE1fPY8A4Np,1701017465653,2.05,0.9084478140454474
w32Z6s3RNThYOreiXEL8,1701017444108,4,0.9084141443103219
LP7puzmZIhAhSjlnYzV4,1701017429881,100,0.9090648971038486
G1vAiPUTANjyzZTiawGr,1701017429636,100,0.9074172460922149
2WOkWIykqovr05CqLvvw,1701014031273,100,0.9057225845214254
kks05IYRLVo2GFR5wSk0,1701012365610,2.05,0.9039746637449935
CQtGz1BW1xOVwmSHacb3,1701012353475,22,0.9039382570669877
PWPvuHo2YGq2f45MN84x,1701012330118,100,0.9075840716703324
ZbCn74epGBYygS5QMzo2,1701012329803,500,0.9058875526996262
sBjxYPziibW124d86CHm,1701012319384,25,0.8966308122442167
slyU3TaTaC7k9VPSJHZT,1701011759703,50,0.8961312543716184
Be1DlR0O1M5fmBXS6pAp,1701011755765,40,0.8951208340834734
OglwZmQGK24WWgoU0720,1701001704264,22,0.8943014774355842
FAvN9JmTw0IcUz1XUe6e,1701001680393,1.1099429179772826,0.8981142828836175
FAvN9JmTw0IcUz1XUe6e,1701001680393,7.876512414813443,0.8981142828836175
FAvN9JmTw0IcUz1XUe6e,1701001680393,11.013544667209274,0.8981142828836175
Xs6m9w1gYpclCWf7muta,1700999483059,10,0.9001891811139175
9E2SDL0aSWptsTfBSPVj,1700993858802,9.876512414813444,0.9
9E2SDL0aSWptsTfBSPVj,1700993858802,0.123487585186556,0.9
VC8YqJh20vnmlRiL0q9G,1700993769231,-8.330711651653232,0.9016810179499591
247ONcfopqfeOzvAt68E,1700990601602,10,0.9002639316069097
IV65kbfKyfE6LaESopGr,1700989993539,22,0.9000742420262533
ZQbnWZm4OdpwL6SeRJR6,1700989982271,-313.1398353846158,0.9038073476711178
v6wxyPDLGwEYmvCkOV6e,1701039205388,3.7725110153841737,0.9091708311653527
v6wxyPDLGwEYmvCkOV6e,1701040986109,6.397849462365587,0.9091708311653527
v6wxyPDLGwEYmvCkOV6e,1701045277912,4.0847617600502195,0.9091708311653527
v6wxyPDLGwEYmvCkOV6e,1701097960144,5,0.9091708311653527
F4heY0voYPSNaedMBoKd,1700978380242,-182.12813984106646,0.9091708311653528
H1RnRCA7hVVZJBTRKTo4,1700976677831,10,0.912087456599162
O4cEJcv2FiQs2eBZNKEt,1700971948033,45,0.9137022960225912
wYCXobaqFxb1sLNMy6ln,1700961703996,10,0.9130146573822742
Lpxg129N9WWzzxliQuGf,1700959180263,273,0.9128603795307286
Xr2ePePgJLXJvw9Rlvza,1700993858802,1.1113882666790043,0.9084662952457202
Xr2ePePgJLXJvw9Rlvza,1701001680393,70.888611733321,0.9084662952457202
tISEwYMraGJhN44U8HzZ,1700959168279,10,0.9084662952457202
GhX4XtqbWFatWHmNK7a2,1700957336615,273,0.9082988521286698
rXYagtGHz79Qt6BY3HEu,1700957321797,10,0.9035312231980396
F14sc0gR8YTGnXGwXqtS,1700955165376,273,0.9033493428571305
IlAvvXvgLhtr9JBCM7Rj,1700955153448,69.23808901810091,0.8981715260257013
IlAvvXvgLhtr9JBCM7Rj,1700955153448,1.1111111111111107,0.8981715260257013
IlAvvXvgLhtr9JBCM7Rj,1700955153448,1.1111111111111107,0.8981715260257013
IlAvvXvgLhtr9JBCM7Rj,1700955153448,7.999999999999998,0.8981715260257013
IlAvvXvgLhtr9JBCM7Rj,1700955153448,10.539688759676872,0.8981715260257013
UIybSzisvF4kbJRWRDJV,1700955138384,100,0.9116467048906531
9F1NliWPKZku6FcqJLHv,1700948428149,22,0.9272942923214674
oFliOVi8qhapbcIeIa8C,1700947335760,10,0.9270361188233359
Ayz5ab1EbFHwhzj8cfqo,1700945861090,10,0.9285238673908126
kDsr0jd1GcTt9TlphY0t,1700943857122,702.7540229246582,0.93
FpEnV3VBWvfeQ03wgBQ4,1700943845609,2.05,0.9215027004626589
rtFgfJChlQL99FEcEkUP,1700943808851,100,0.921475603425605
DDwnl1y7hAmPyKorHCkj,1700943808602,10,0.9201359207102637
X59d3vuRSt6xiM808F9b,1700943697321,160.52858108623565,0.92
mAjithgR05AEpaTQayhc,1700937867343,22,0.9432173571758539
XL6xnGgcWaOtYho0e7B3,1700937859330,10,0.9461009984537112
eTTVAOahFnaA5wJxSbd5,1700935885621,4,0.947386517679415
OdrbNgONGBNefXPxfMP3,1700935865796,2.05,0.9478969863057443
HD575YeJ4CrEhfQrrnoD,1700935821987,22,0.9478826388145888
QONPk7KTCM67htpSsOgH,1700935809717,0.6593324080413645,0.9506450801604075
QONPk7KTCM67htpSsOgH,1700935809717,99.34066759195863,0.9506450801604075
iAZ44JJZQg7dAzUiu7Ng,1700935807430,1935.6139397351035,0.95
iAZ44JJZQg7dAzUiu7Ng,1700935807430,62.666666666666615,0.95
iAZ44JJZQg7dAzUiu7Ng,1700935807430,1320.4298980101025,0.95
iAZ44JJZQg7dAzUiu7Ng,1700935807430,1544.2894955881275,0.95
6fJwjMwf1iqRsT6ocu4e,1700935577275,100,0.9184988982901612
dcHlFOykClc3g5kD0og8,1700933336587,72,0.9170735690409844
Q0dbM4ji1bnOOKL2dv3g,1700933320714,-4.558991117938547,0.916023241018752
WNfQysKXRtTxySeqTQil,1700929335302,-10.446860303127963,0.9152892136303274
EJCqPlUwuxV1ewBzf14Y,1700929325947,-56.10523829887654,0.9135961959533744
XPUoBotHKyAci2xDWuDU,1700929274357,100,0.9144533478659129
C7bA6TiKThLHPTfhjXBa,1700929251391,-3.347912322349316,0.9129162754721616
12llcZAzvPNkgVLF3Gmv,1700929203060,300,0.9123685446780547
tAts5Sj85ncip2X6gqhH,1700926135739,100,0.9074431720267441
xjgHlkbhwMFY70EwRvTQ,1700919011423,100,0.9057021706469545
fyGpVlNvUv6k7NKx6sTU,1700911569500,-19.24622549428821,0.9039063470642126
gRW3NMe39c3dkrCFQ4eb,1700904254040,-1227.057992017225,0.9005829984971321
kWqqgrP99K9nYihvcuNs,1700890390358,-4.371262516094831,0.9204477093495329
5DiTyvN9omR7a4OdpjXF,1700889584981,-12.75922306998092,0.9197580989738295
r4RSiGdd7rLvc93Ojw4K,1700888706494,10,0.9177287626498026
d0LJtIvjT1zgTbKQqiD8,1700879589806,10,0.9175849459912541
kJMw3su4smM2xJfOH4BH,1700874023061,-300.0002061531428,0.9191845934246303
MbfrfLXrh7xRJKsruVNd,1700873979693,300,0.9232377076039973
0GFnWvjqpbO9VGjCSemq,1700873937107,10,0.9191833005542421
v7Fh78sC4bLcukFi6ztK,1700871922516,10,0.9190424867392698
fwCr5l8muyweXy1A8cIH,1700955153448,72,0.9206394243787528
aostoyOmjLfpZZeNnycP,1700935807430,4,0.9206394243787528
LDZXqMHKG3weXUniQxtx,1700871854972,-5.367258751917248,0.9206394243787528
CyOsTlyfEyleULhlPbM4,1700864071254,10,0.919784119208373
Zhr6ek0IbVtotpzpaUMU,1700861447729,10,0.9196446133739495
yd01PsoGEXxr4xFop6Sh,1700861440117,-1.2971156182670747,0.9195047322559896
ZPB9EwFC2Zt2CsBtyIvd,1700856821073,-4.162180245648855,0.9192970683140683
qjQsfiAqE2tpH439RGUq,1700856055057,-77.34113184128057,0.9186290658499797
u18EWNZBr3iMcz3oEM8o,1700855995202,100,0.9197192264434317
xj7Mg6gSa5OZ4jbx7VJ4,1700855986337,-12.610888763898345,0.9183053432023672
0SUHbLH3FqmM2aYOuCmR,1700854557345,60,0.9162624228559744
gNe4E5ZU7RKWu6NmUKFk,1700853262128,-126.7807075804318,0.925774638271791
hCS9hGgJHjI8GQDwHwAZ,1700852193914,-3.6956443286077274,0.9273158739893257
DxLhuSMzcdJ8nMWYv3Wn,1700841354772,-99.55124582314613,0.926750906872301
9GupN9RJZRoJxlrOnBWl,1700840009920,10,0.9279423067679704
qcOouMnFbEBZUHOjx9NA,1700836664025,10,0.927823872156587
NeAnQH61JyszQM8zZtew,1700836538073,10,0.9277045849493599
w2p9vwRaTG3XL9pHw16n,1700831400244,20,0.927584992688589
RuM6nG6sIzG61dQKGHoh,1700830982535,10,0.9306292520238911
5DNK6rdwlp9h1E49lqKs,1700830976404,500,0.9305167947273766
coY9Pvi5s4SXZ1iwCkQl,1700823394885,10,0.9245134277859529
KTIO93MPV2OtrAsd6Qpk,1700810432114,1000,0.92438528496579
BwPWkvqLzX08r0Vcqhog,1700810418659,75,0.9096546547164177
d0ACOn9CP7E1ofaBBcov,1700808609425,-23.405907780991356,0.9083751990119708
HR8ocNS0KW0rZOmk7AAY,1700806205573,2.05,0.9043359873300186
dcrd769GuWfjfjHoHdGT,1700806180147,100,0.9042982060234662
NvLX21TMjpeaVsT7ebdQ,1700806179835,-2037.5806522336316,0.9024270766516449
WcdR2RpajIu4gi70qg8k,1700803436110,10,0.9318909270238057
HG8wyi1ZtjaEutFTbGn8,1700803239481,-561.7245263413288,0.9333768932693675
CavCiFpXKd2Rbr37i1Y0,1700802645963,-7.003979952189411,0.9389194038830954
SQC7YTBcKl821ofQ6Fd6,1700801664224,89,0.9379225245234779
otgyGhp5XTEW0Q3v1jle,1700801391610,-92.89361483312996,0.9499999999999998
otgyGhp5XTEW0Q3v1jle,1700801391610,-17.005397572311836,0.9499999999999998
DzozlGF9BkR20G5Gmml7,1700801081952,10,0.9373649685841007
xIrJmBVexZwJK3JrdSES,1700794412235,-469.7219621171448,0.9372689630899688
R6yZHxzUgLW5MVMSu2XT,1700784988455,-89.68098779844172,0.9415441557082431
R6yZHxzUgLW5MVMSu2XT,1700784988455,-111,0.9415441557082431
R6yZHxzUgLW5MVMSu2XT,1700784988455,-11.056582837765177,0.9415441557082431
0VfRKPKq5E3bNkhdIXw0,1700782963396,30,0.9267617304195611
mPwzzhki7RysjwURPRXn,1700782915149,5,0.931329622640866
xGMgQMcmRQfgFfwuKdrr,1700781602292,100,0.9320774634122821
EWBFuGnwrTsrePQ8IgnQ,1700781340085,-1.3542324070923542,0.9309767459448006
LqJERBoPyykkIa2lsk1q,1700775410130,100,0.9307730369623186
F9qjBgeEOPIJJXCFOfDl,1700771740558,4,0.9296365869819565
67ppJgGGBh5GyUcf50zN,1700770400964,10,0.930243537808625
nM1BjK5d9u0srVfX9N9j,1700769301727,10,0.9317519618352825
aZOe5D7CLKkNcsVSbymt,1700766825376,-593.4376366469976,0.9316417362357232
3cMkCrP1k8wZJ2LL6qsP,1700766594012,10,0.9377593731461192
tM3V6LX7ElLOLd7xfABv,1700766243794,1000,0.9376633946550238
TrEIzvXUNstjUDuBMV96,1700765857859,50,0.9267489970225189
HqgZoFMXEuIzVHJXAtBb,1700765720083,-10.00000000000091,0.9261266356352338
qnWZ126l7F7qgyFeOMlg,1700765706343,10,0.9262517987539991
s9Gj64d1oDNntGRBrm2x,1700764481682,10,0.9261266356352336
7kmsAGN0CNEq5Y5lYB63,1700764447982,-1148.1583065239133,0.9260009436127646
080RNiIts4Oscot78JBJ,1700784988455,111,0.9385401737025408
JgQjm7pHVwA1u96QkAPl,1700760816865,-1.3958461518668521,0.9385401737025408
WLD28pkvX2SrnsR9tcl4,1700758633547,-38.890815295286984,0.9383384599131108
yN4NtH5qeSzH4NL9u2OD,1700757076404,-6.9973191756950825,0.9325925184747118
taXKsXn4nDfbhaxuoCNA,1700754960858,-12.170548555698076,0.9315331676101513
iTEct2WVfGKRddcYJQb0,1700753958106,30,0.9296723129594543
wMiK6MiVIiWYO2cfaC0F,1700753714842,50,0.9342171751722453
QyrwlX33eo9uN1iEFvuf,1700747303236,-1.7003592958326301,0.9414725499148475
nquiX7maqay4GvGjbKtM,1700745846064,5,0.9412322218589432
fQ52v7D0pjJyHK9ouNmb,1700742497991,-12.19291742062103,0.9419386589978614
whOJ58cLIKXIaXhkNXnV,1700736665823,-59.67207054100527,0.9402087564535472
NOVI92HU7cG2upWIsPdJ,1700735445238,-308.4639033926398,0.931390146378082
YqllPReoykMyLc64FFKn,1700735366833,-0.46295912891546465,0.934728640131092
6rWf63ikMWjYBBZmGTR4,1700735008527,45,0.9346595745700347
D7MKAskZU8eOoyIFEPk0,1700732143869,10,0.9341869658433094
ngUrffHatEZftiXG7McT,1700955153448,10,0.9340811678250338
JYivoglrVJQCABAmFKWM,1700729885538,2.05,0.9340811678250338
jC7TiLKolsyBfJR5XpLW,1700729860923,100,0.9340594036612897
THZj0wMXiBsRkIraBcWT,1700729860630,45,0.9329841789840531
qeCg5hcAtZhrsem8KANW,1700728925833,2.05,0.9324915164236125
BV6jMm08OOG3d2TBw0A3,1700728894484,100,0.9324689216472417
dVvZ0C9nKcwqamzGFibX,1700728894184,1000,0.931352477955854
pv5Wurk4uK7U3IzmM1PR,1700727644449,15,0.918438121963356
AQNJijeBIY1z80hherMp,1700727522903,15,0.9209121850229314
Ks7Oa66rT0QLTlHgrmVG,1700725482358,10,0.9207007284766012
WNUEa4btwJpIDHSWFf1C,1700724816674,5,0.9223355743164419
jIqrvUdsPVehlmzrcWzE,1700724435351,-33.518615626466044,0.9231488905025179
1tYfYMe7yOmucq337S6B,1700724350857,25,0.9176233620248503
jsyLTdAx8PpjuwgW48jI,1700723249439,-10.902221628698072,0.9172464482734061
mIMkFvyPsxXVx5nUkIfX,1700723067714,25,0.9154072833386107
I8mAYQjvkcXteJ4uHb0B,1700722867654,-5.985965867019871,0.9150136432866491
cDR2RxuvpAyeCKJS2aVj,1700722237981,10,0.9139926499615438
cMuRoU36MhIBvWszmYci,1700721605867,2.05,0.9138312032060846
eomw4BNtov2KeZ5UW2A4,1700721561231,100,0.9137980229178472
vZwXTHilWZjRrA3AmFda,1700721560996,-36.39478983249296,0.9121555752424688
F2J0TxJtyV0LesEXkPTR,1700720111141,10,0.9057643638219891
8Tidg7Ozn76YPE5f2B0X,1700720028265,10,0.907546352382911
27apSXiI6Wdw5xkuzVb1,1700719985593,2.05,0.9073650499455003
bI71ASJJoDErYMD5myNn,1700719955332,100,0.9073278164028449
bc77xRuUthWcpzrnUaA8,1700719942828,36,0.9054836489259377
o8TIAwe77ZpShyhjXDTh,1700719939885,100,0.9048061196082691
itZ2ThZmzRVdzh4nuEnV,1700719939609,251,0.9028850380087587
0jBIDiuS1238sBcYaJam,1700713556122,20,0.9436879240938806
PK1uAIh2VehgNAdcmpVG,1700712046468,5,0.9465014475516246
tENJKrlz7qt6RFQ3oBb7,1700711102900,-474.13046968974976,0.9464621551822221
R2SUTmarTscry1MltfGG,1700708937037,-1.681506217363438,0.9500000000000001
bnn7udPbN4FhoQIUIkQm,1700708937037,1.6815062173634392,0.9500000000000001
bnn7udPbN4FhoQIUIkQm,1700801391610,17.00539757231181,0.9500000000000001
bnn7udPbN4FhoQIUIkQm,1700935807430,81.27839450463836,0.9500000000000001
bnn7udPbN4FhoQIUIkQm,1700935809717,0.03470170568638764,0.9500000000000001
